action,status,kind,category,old_path,new_path,reason
move_later_useful,useful,replay,detector_eval_matrix,bags/detector_eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__detector_yolov8s__tracker_bytetrack__tim_mars__target_1,artifacts/bags_organised/replays/detector_eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__detector_yolov8s__tracker_bytetrack__tim_mars__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,detector_eval_matrix,bags/detector_eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__detector_yolov8s__tracker_bytetrack__tim_off__target_1,artifacts/bags_organised/replays/detector_eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__detector_yolov8s__tracker_bytetrack__tim_off__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__10-59-01__dataset__tim_v1_two_person_no_crossing_raw__tracker_ocsort__tim_off__target_1,bags/replay/eval_matrix/2026-05-14__10-59-01__dataset__tim_v1_two_person_no_crossing_raw__tracker_ocsort__tim_off__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1__r1,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1__r1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1__r2,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1__r2,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1__r3,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_bytetrack__tim_mars__target_1__r3,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_deepsort__tim_mars__target_1,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_deepsort__tim_mars__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_mars__target_1,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_mars__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_mars__target_1__r1,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_mars__target_1__r1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_mars__target_1__r2,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_mars__target_1__r2,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_off__target_1,bags/replay/eval_matrix/2026-05-14__11-03-26__dataset__tim_v1_hard_reentry_id_switch_raw__tracker_ocsort__tim_off__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r1,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r2,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r2,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r3,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r3,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r4,bags/replay/eval_matrix/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0__r4,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__12-57-48__video__2026-06-19__official__seq03__four_person_crossing_ambiguity__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0,bags/replay/eval_matrix/2026-06-19__12-57-48__video__2026-06-19__official__seq03__four_person_crossing_ambiguity__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0,bags/replay/eval_matrix/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_0,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_1,bags/replay/eval_matrix/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_1,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,eval_matrix,bags/replay/eval_matrix/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_1__r1,bags/replay/eval_matrix/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__tracker_bytetrack__tim_mars__target_1__r1,"useful generated/replay bag, keep but separate from raw captures"
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-03-29__control_validation_clean,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-03-29__control_validation_clean,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-04-29__10-26-03__video__clean_walk_yolov6n_ocsort,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-04-29__10-26-03__video__clean_walk_yolov6n_ocsort,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-04-29__10-28-08__video__single_person_occlusion_yolov6n_ocsort,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-04-29__10-28-08__video__single_person_occlusion_yolov6n_ocsort,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-04-29__10-30-08__video__fov_exit_reentry_yolov6n_ocsort,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-04-29__10-30-08__video__fov_exit_reentry_yolov6n_ocsort,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-04-30__10-52-20__video__flight_01,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-04-30__10-52-20__video__flight_01,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-04-30__12-29-33__video__oficial_flight_01,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-04-30__12-29-33__video__oficial_flight_01,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-04-30__12-42-17__video__oficial_flight_02,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-04-30__12-42-17__video__oficial_flight_02,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-05-11__10-44-58__video__tim_v1j_two_person_ambiguity,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-05-11__10-44-58__video__tim_v1j_two_person_ambiguity,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-05-11__11-30-18__video__tim_v1m_appearance_critical_crossing,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-05-11__11-30-18__video__tim_v1m_appearance_critical_crossing,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-05-11__11-31-27__video__tim_v1m_appearance_critical_crossing,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-05-11__11-31-27__video__tim_v1m_appearance_critical_crossing,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-06-17__11-19-06__video__two_person_tim_mars,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-06-17__11-19-06__video__two_person_tim_mars,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-06-17__12-34-54__video__integrated_vga_dash30_full,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-06-17__12-34-54__video__integrated_vga_dash30_full,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-06-19__10-27-03__video__2026-06-19__seq01__clean_two_person__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-06-19__10-27-03__video__2026-06-19__seq01__clean_two_person__yolov8s_bytetrack_tim_mars,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-06-19__11-58-02__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-06-19__11-58-02__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars,needs manual decision before moving
review_before_move,review,raw_capture,lab_and_old,bags/live_camera/2026-06-19__11-59-23__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/lab_and_old/full_pipeline/2026-06-19__11-59-23__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars,needs manual decision before moving
move_later_high_value,canonical,raw_capture,official_field_2026-06-19,bags/live_camera/2026-06-19__12-45-45__video__2026-06-19__official__seq01__clean_four_person__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/official_field_2026-06-19/full_pipeline/2026-06-19__12-45-45__video__2026-06-19__official__seq01__clean_four_person__yolov8s_bytetrack_tim_mars,"canonical bag, should become part of clean thesis dataset"
move_later_high_value,canonical,raw_capture,official_field_2026-06-19,bags/live_camera/2026-06-19__12-50-03__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/official_field_2026-06-19/full_pipeline/2026-06-19__12-50-03__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars,"canonical bag, should become part of clean thesis dataset"
move_later_high_value,canonical,raw_capture,official_field_2026-06-19,bags/live_camera/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/official_field_2026-06-19/full_pipeline/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars,"canonical bag, should become part of clean thesis dataset"
move_later_high_value,canonical,raw_capture,official_field_2026-06-19,bags/live_camera/2026-06-19__12-57-48__video__2026-06-19__official__seq03__four_person_crossing_ambiguity__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/official_field_2026-06-19/full_pipeline/2026-06-19__12-57-48__video__2026-06-19__official__seq03__four_person_crossing_ambiguity__yolov8s_bytetrack_tim_mars,"canonical bag, should become part of clean thesis dataset"
move_later_high_value,canonical,raw_capture,official_field_2026-06-19,bags/live_camera/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,artifacts/bags_organised/raw/official_field_2026-06-19/full_pipeline/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars,"canonical bag, should become part of clean thesis dataset"
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_bytetrack_raw_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_bytetrack_raw_60s,needs manual decision before moving
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_vga_bytetrack_raw_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_vga_bytetrack_raw_60s,needs manual decision before moving
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_vga_bytetrack_tim_mars_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_vga_bytetrack_tim_mars_60s,needs manual decision before moving
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_vga_bytetrack_tim_mars_rerun_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_vga_bytetrack_tim_mars_rerun_60s,needs manual decision before moving
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_vga_deepsort_mars_raw_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_vga_deepsort_mars_raw_60s,needs manual decision before moving
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_vga_ocsort_raw_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_vga_ocsort_raw_60s,needs manual decision before moving
review_before_move,review,runtime_eval,runtime_eval,bags/live_runtime_2026-06-08/live_runtime_vga_ocsort_tim_mars_60s,artifacts/bags_organised/replays/runtime_eval_2026-06-08/live_runtime_vga_ocsort_tim_mars_60s,needs manual decision before moving
review_before_move,review,mavros_aux,mavros_aux,bags/mavros/2026-06-19__11-56-07__source__2026-06-19__seq01__clean_four_person__mavros,artifacts/bags_organised/raw/lab_and_old/mavros/2026-06-19__11-56-07__source__2026-06-19__seq01__clean_four_person__mavros,needs manual decision before moving
review_before_move,review,mavros_aux,mavros_aux,bags/mavros/2026-06-19__11-58-02__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/lab_and_old/mavros/2026-06-19__11-58-02__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars__mavros,needs manual decision before moving
review_before_move,review,mavros_aux,mavros_aux,bags/mavros/2026-06-19__11-59-23__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/lab_and_old/mavros/2026-06-19__11-59-23__video__2026-06-19__seq01__clean_four_person__yolov8s_bytetrack_tim_mars__mavros,needs manual decision before moving
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-38-13__source__2026-06-19__official__seq01__clean_four_person__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-38-13__source__2026-06-19__official__seq01__clean_four_person__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-45-45__video__2026-06-19__official__seq01__clean_four_person__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-45-45__video__2026-06-19__official__seq01__clean_four_person__yolov8s_bytetrack_tim_mars__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-48-17__source__2026-06-19__official__seq01__clean_four_person__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-48-17__source__2026-06-19__official__seq01__clean_four_person__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-50-03__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-50-03__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-52-30__video__2026-06-19__official__seq02__four_person_target_reentry__yolov8s_bytetrack_tim_mars__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-55-58__source__2026-06-19__official__seq03__four_person_crossing_ambiguity__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-55-58__source__2026-06-19__official__seq03__four_person_crossing_ambiguity__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-57-48__video__2026-06-19__official__seq03__four_person_crossing_ambiguity__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-57-48__video__2026-06-19__official__seq03__four_person_crossing_ambiguity__yolov8s_bytetrack_tim_mars__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__12-59-53__source__2026-06-19__official__seq04__four_person_occlusion_no_exit__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__12-59-53__source__2026-06-19__official__seq04__four_person_occlusion_no_exit__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,mavros_aux,official_field_2026-06-19,bags/mavros/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__mavros,artifacts/bags_organised/raw/official_field_2026-06-19/mavros/2026-06-19__13-01-36__video__2026-06-19__official__seq04__four_person_occlusion_no_exit__yolov8s_bytetrack_tim_mars__mavros,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq02_long_memory_only_no_switch,artifacts/bags_organised/replays/memory_only/2026-06-19__seq02_long_memory_only_no_switch,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq02_target_reentry__memory_only_spatial_gate,artifacts/bags_organised/replays/memory_only/2026-06-19__seq02_target_reentry__memory_only_spatial_gate,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq03_crossing_ambiguity__memory_only_spatial_gate,artifacts/bags_organised/replays/memory_only/2026-06-19__seq03_crossing_ambiguity__memory_only_spatial_gate,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq03_memory_only_hold_last15_no_switch,artifacts/bags_organised/replays/memory_only/2026-06-19__seq03_memory_only_hold_last15_no_switch,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq03_memory_only_no_switch,artifacts/bags_organised/replays/memory_only/2026-06-19__seq03_memory_only_no_switch,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq04_memory_only_hold_last15_no_switch,artifacts/bags_organised/replays/memory_only/2026-06-19__seq04_memory_only_hold_last15_no_switch,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq04_memory_only_no_switch,artifacts/bags_organised/replays/memory_only/2026-06-19__seq04_memory_only_no_switch,"useful generated/replay bag, keep but separate from raw captures"
move_later_useful,useful,replay,memory_only_replay,bags/memory_only_replay/2026-06-19__seq04_occlusion_no_exit__memory_only_spatial_gate,artifacts/bags_organised/replays/memory_only/2026-06-19__seq04_occlusion_no_exit__memory_only_spatial_gate,"useful generated/replay bag, keep but separate from raw captures"
review_before_move,review,raw_image_source,lab_and_old_image_raw,bags/source_video/2026-06-19__11-56-07__source__2026-06-19__seq01__clean_four_person__image_raw,artifacts/bags_organised/raw/lab_and_old/image_raw/2026-06-19__11-56-07__source__2026-06-19__seq01__clean_four_person__image_raw,needs manual decision before moving
move_later_high_value,canonical,raw_image_source,official_field_2026-06-19,bags/source_video/2026-06-19__12-38-13__source__2026-06-19__official__seq01__clean_four_person__image_raw,artifacts/bags_organised/raw/official_field_2026-06-19/image_raw/2026-06-19__12-38-13__source__2026-06-19__official__seq01__clean_four_person__image_raw,"canonical bag, should become part of clean thesis dataset"
