t,state,control_mode,reason,target_track_id,visible,reacquired,quality,lat_ms,frames_since_seen,num_tracks,best_total,best_iou,best_distance,best_scale,best_confidence,best_track_id
15.358426123,LOCKED,NORMAL,accepted_candidate,1,True,False,0.6315079998430823,0.114779,0,1,0.5904415404884042,0.3517026683120716,0.9740632427940211,0.2139877262533697,0.70777428150177,1
15.434759105,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8162361649263126,0.097853,0,1,0.9153113132238728,0.9093944490419448,0.9999588474915445,0.9867465314971778,0.6322394609451294,1
15.516727769,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8102465039343383,0.110149,0,1,0.9174603874638669,0.9213527635479013,0.9999513424537455,0.9925233221470932,0.6111350059509277,1
15.638241539,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.6887095283441875,0.031852,1,0,nan,nan,nan,nan,nan,
15.842436609,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.5854030990925594,0.033371,2,0,nan,nan,nan,nan,nan,
16.049568558,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.49759263422867545,0.03113,3,0,nan,nan,nan,nan,nan,
16.139321053,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.4229537390943741,0.031352,4,0,nan,nan,nan,nan,nan,
16.455262062,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.359510678230218,0.051204,5,0,nan,nan,nan,nan,nan,
16.579446634,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.30558407649568525,0.028908,6,0,nan,nan,nan,nan,nan,
16.683344778,LOST,HOVER,no_candidates,1,False,False,0.2597464650213325,0.034185,7,0,nan,nan,nan,nan,nan,
16.871184734,LOST,HOVER,no_candidates,1,False,False,0.2207844952681326,0.030315,8,0,nan,nan,nan,nan,nan,
17.064239257,LOST,HOVER,no_candidates,1,False,False,0.1876668209779127,0.028778,9,0,nan,nan,nan,nan,nan,
17.16144482,LOST,HOVER,no_candidates,1,False,False,0.1595167978312258,0.028149,10,0,nan,nan,nan,nan,nan,
17.263055703,REACQUIRED,CONFIRM,reacquired_candidate,1,True,True,0.6932361937158161,0.113316,0,1,0.8107403228822203,0.7467741997631555,0.9769049471738402,0.8685545286699989,0.47501423954963684,1
17.346655919,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8358082362222421,0.09252,0,1,0.9200940924130566,0.901032949081166,0.9999610737735882,0.9925232226823628,0.6792773604393005,1
17.616372056,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8393699529455713,0.128261,0,1,0.8797544015808917,0.761864977898904,0.9986406848539626,0.9670105237002085,0.7643702626228333,1
17.64399707,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8729263991112296,0.09476,0,1,0.9330593851888461,0.9026797141307874,0.9999422861489503,0.9977120471681076,0.7612508535385132,1
17.785955344,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8825224435466565,0.112409,0,1,0.9550774977968345,0.9721800853302219,0.9999902683013391,0.9991665057484741,0.7477773427963257,1
17.838373124,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8436391196507154,0.110131,0,1,0.9389311016917132,0.958173405266848,0.99987930787821,0.9991664579567203,0.6666682958602905,1
17.870711441,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8402565696321451,0.094408,0,1,0.9373385827484074,0.9562136567531766,0.9999283866608906,0.9991664587901318,0.6599614024162292,1
17.945375111,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8808645910144698,0.116964,0,1,0.9290126938270991,0.878218216357633,0.9998752554660578,0.9980466546310374,0.7914466857910156,1
18.112359967,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8947238270632003,0.107742,0,1,0.9009077555386797,0.7865200455523946,0.9991255251867261,0.9448043839838522,0.8832393884658813,1
18.412429755,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8913389609116644,0.281058,0,1,0.911532734580274,0.8297353959602424,0.9998375720682918,0.9440436546791169,0.8538362383842468,1
18.523388723,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9314243504957262,0.138057,0,1,0.9693503852923564,0.9680259413106364,0.9999878370441915,0.9982560421831799,0.8609902858734131,1
18.702668229,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9118315213252018,0.10326,0,1,0.952842697627867,0.9291922319649557,0.999968371886586,0.9996225273468576,0.8356679081916809,1
18.717410236,LOCKED,NORMAL,accepted_candidate,1,True,False,0.904647070657203,0.112112,0,1,0.9316406440902817,0.8632414316325474,0.9997660751570125,0.9920395388610241,0.8545161485671997,1
18.758541393,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8769385808588519,0.124038,0,1,0.9394325971422218,0.9205673593914498,0.9996884663330955,0.9999874256442275,0.7608782649040222,1
18.872324036,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8745176835070414,0.179391,0,1,0.9247535074690003,0.8759875130198064,0.9997391779683888,0.9867466961644921,0.7812225818634033,1
18.916263312,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9153903386418805,0.095204,0,1,0.9670253474627987,0.9777893201362107,0.9999902683013391,0.9991664652317463,0.819496750831604,1
18.940219773,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9214899326851838,0.136742,0,1,0.9689617700287735,0.977789475133126,0.9999902683013391,0.9991664769920559,0.8333279490470886,1
19.033845286,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9227471564794651,0.093334,0,1,0.9536173029717836,0.9200355156143945,0.999675958354978,0.9985061926192935,0.8654168844223022,1
19.143664595,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9244696319216912,0.136594,0,1,0.9349030348145694,0.8500315381986507,0.9987555964285496,0.9972377391039818,0.9050933122634888,1
19.171385518,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9479253010111173,0.096964,0,1,0.9670342139948819,0.9391781738572943,0.9998938850677858,1.0,0.9124373197555542,1
19.298703081,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9026441312637099,0.109427,0,1,0.8834223757655449,0.6883222483105901,0.9948561325914999,0.9964576781095112,0.9383416771888733,1
19.573609989,LOCKED,NORMAL,accepted_candidate,1,True,False,0.809250512609602,0.087686,0,1,0.7479364182547438,0.3280695421698256,0.956105742820176,0.9920474693674992,0.9231195449829102,1
19.72548739,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8940174226231096,0.098742,0,1,0.8802962951578723,0.6875622177004499,0.9939723689125473,0.9964577384125559,0.9194995164871216,1
19.888452616,LOCKED,NORMAL,accepted_candidate,1,True,False,0.8678116441408751,0.097593,0,1,0.8277728054217739,0.5305845199406171,0.9850305794581663,0.9964577207564004,0.9421694874763489,1
19.912527394,LOCKED,NORMAL,accepted_candidate,1,True,False,0.9104807213775846,0.114038,0,1,0.9133496675479922,0.7876525557350332,0.9979386127962182,0.9964576904583792,0.9051526784896851,1
20.297123665,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.773908613170947,0.040186,1,0,nan,nan,nan,nan,nan,
20.479340327,UNCERTAIN,YAW_ONLY,no_candidates,1,False,False,0.6578223211953049,0.056037,2,0,nan,nan,nan,nan,nan,
20.595968311,UNCERTAIN,YAW_ONLY,best_below_threshold:0.396<0.520,1,False,False,0.5591489730160092,0.099241,3,1,0.39597480855970135,0.0,0.6300256369783053,0.574379822450505,0.919855535030365,2
20.736429348,UNCERTAIN,YAW_ONLY,best_below_threshold:0.366<0.520,1,False,False,0.4752766270636078,0.102705,4,1,0.3664785736685282,0.0,0.5760153798830003,0.4742177703075377,0.9382526874542236,2
20.799798007,UNCERTAIN,YAW_ONLY,best_below_threshold:0.381<0.520,1,False,False,0.40398513300406663,0.100242,5,1,0.38145324711762496,0.0,0.5622304695613672,0.5743794285901805,0.9420359134674072,2
20.84991221,UNCERTAIN,YAW_ONLY,best_below_threshold:0.373<0.520,1,False,False,0.34338736305345663,0.09163,6,1,0.37315500659189055,0.0,0.5540159109585555,0.5489711859559263,0.9306861162185669,2
20.906512269,LOST,HOVER,best_below_threshold:0.379<0.520,1,False,False,0.2918792585954381,0.091371,7,1,0.37928117166883124,0.0,0.5307494429142334,0.6254402233334395,0.9193362593650818,2
20.942864697,LOST,HOVER,best_below_threshold:0.389<0.600,1,False,False,0.2480973698061224,0.103112,8,1,0.3889460379460696,0.0,0.5266523446079596,0.6762242893188928,0.9306861162185669,2
21.019906204,LOST,HOVER,best_below_threshold:0.370<0.600,1,False,False,0.21088276433520403,0.096186,9,1,0.369883799924299,0.0,0.5102513154105747,0.5998984534441232,0.9231195449829102,2
21.137334917,LOST,HOVER,best_below_threshold:0.370<0.600,1,False,False,0.17925034968492343,0.102593,10,1,0.3703398054730043,0.0,0.4725483694713663,0.6509142163398057,0.9308047890663147,2
21.192370536,LOST,HOVER,best_below_threshold:0.343<0.600,1,False,False,0.1523627972321849,0.090483,11,1,0.34302065830060513,0.0,0.45956515233631834,0.5237567364502029,0.9232679009437561,2
